organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7914_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7915_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7916_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7917_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7918_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7919_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7920_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7921_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7922_W-17-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7923_S-06-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7924_S-06-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7925_S-06-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7926_S-06-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7927_S-06-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7928_B-12-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7929_B-12-multi-tot
11	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	916491	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7930_B-05-multi-tot
11	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	916491	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7931_B-05-multi-tot
11	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	916491	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7932_B-05-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads											asv.7933_W-21-multi-Mi
11	present	Hugo Gante	eDNA expeditions citizen science sampling	2037239	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7934_W-21-multi-Mi
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7935_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7936_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7937_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7938_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads											asv.7939_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7940_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7941_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7942_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7943_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7944_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7945_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7946_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7947_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7948_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7949_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7950_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7951_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7952_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7953_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7954_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7955_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7956_W-21-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7957_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7958_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7959_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7960_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7961_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7962_S-11-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7963_B-13-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7964_B-13-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7965_B-13-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7966_B-13-multi-tot
11	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7967_B-13-multi-tot
11	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7968_B-14-multi-tot
11	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.7969_B-14-multi-tot
10	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1147709	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1035_S-18-singleplex
10	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	1032641	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	sapiens	asv.1035_W-22-singleplex
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads	Eukaryota	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon compressa	urn:lsid:marinespecies.org:taxname:166666	species	compressa	asv.1375_B-3-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1065746	DNA Sequence reads	DNA Sequence reads	Eukaryota	Echinodermata	Asteroidea	Valvatida	Asterinidae	Nepanthia	Nepanthia belcheri	urn:lsid:marinespecies.org:taxname:371005	species	belcheri	asv.1376_S-11-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	814746	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1377_B-13-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1279056	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1445_W-17-multi-Mi
10	present	Hugo Gante	eDNA expeditions citizen science sampling	742306	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1640_S-06-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1708_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1718_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1725_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1861_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.1949_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2002_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2245_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2255_W-17-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads											asv.2411_W-17-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2414_W-21-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1279056	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2421_W-17-multi-Mi
10	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2515_W-17-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2569_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.2622_W-21-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3043_W-21-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3052_B-3-multi-tot
10	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	497142	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3191_B-14-multi-tot
10	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	3359557	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3191_W-22-multi-Mi
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2234064	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3202_W-8-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3228_W-21-multi-tot
10	present	Hugo Gante	CONTROL; eDNA expeditions citizen science sampling	2855108	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3243_S-18-multi-Mi
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3389_W-21-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3496_S-01-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3561_S-01-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	2099563	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3713_B-3-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1051926	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3798_S-01-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	1175843	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3809_W-21-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	615472	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3852_B-12-multi-tot
10	present	Hugo Gante	BLANK; eDNA expeditions citizen science sampling	705656	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3867_S-22-multi-tot
10	present	Hugo Gante	eDNA expeditions citizen science sampling	684384	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	kingdom		asv.3951_W-17-multi-tot
